py/bc.c,py/vm.c
tests/net_inet/accept_nonblock.py.exp,tests/net_hosted/accept_nonblock.py.exp
tests/net_inet/accept_timeout.py,tests/net_hosted/accept_timeout.py
tests/net_inet/accept_timeout.py.exp,tests/net_hosted/accept_timeout.py.exp
tests/net_inet/connect_nonblock.py,tests/net_hosted/connect_nonblock.py
tests/net_inet/connect_nonblock.py.exp,tests/net_hosted/connect_nonblock.py.exp
docs/topindex.html,docs/templates/topindex.html
tests/cpydiff/core_arguments.py,tests/cpydiff/core_function_argcount.py
tests/basics/exec1.py,tests/basics/builtin_exec.py
bare-arm/Makefile,ports/bare-arm/Makefile
bare-arm/main.c,ports/bare-arm/main.c
bare-arm/mpconfigport.h,ports/bare-arm/mpconfigport.h
bare-arm/mphalport.h,ports/bare-arm/mphalport.h
bare-arm/qstrdefsport.h,ports/bare-arm/qstrdefsport.h
bare-arm/stm32f405.ld,ports/bare-arm/stm32f405.ld
cc3200/FreeRTOS/FreeRTOSConfig.h,ports/cc3200/FreeRTOS/FreeRTOSConfig.h
cc3200/FreeRTOS/License/license.txt,ports/cc3200/FreeRTOS/License/license.txt
cc3200/FreeRTOS/Source/croutine.c,ports/cc3200/FreeRTOS/Source/croutine.c
cc3200/FreeRTOS/Source/event_groups.c,ports/cc3200/FreeRTOS/Source/event_groups.c
cc3200/FreeRTOS/Source/include/FreeRTOS.h,ports/cc3200/FreeRTOS/Source/include/FreeRTOS.h
cc3200/FreeRTOS/Source/include/StackMacros.h,ports/cc3200/FreeRTOS/Source/include/StackMacros.h
cc3200/FreeRTOS/Source/include/croutine.h,ports/cc3200/FreeRTOS/Source/include/croutine.h
cc3200/FreeRTOS/Source/include/deprecated_definitions.h,ports/cc3200/FreeRTOS/Source/include/deprecated_definitions.h
cc3200/FreeRTOS/Source/include/event_groups.h,ports/cc3200/FreeRTOS/Source/include/event_groups.h
cc3200/FreeRTOS/Source/include/list.h,ports/cc3200/FreeRTOS/Source/include/list.h
cc3200/FreeRTOS/Source/include/mpu_prototypes.h,ports/cc3200/FreeRTOS/Source/include/mpu_prototypes.h
cc3200/FreeRTOS/Source/include/mpu_wrappers.h,ports/cc3200/FreeRTOS/Source/include/mpu_wrappers.h
cc3200/FreeRTOS/Source/include/portable.h,ports/cc3200/FreeRTOS/Source/include/portable.h
cc3200/FreeRTOS/Source/include/projdefs.h,ports/cc3200/FreeRTOS/Source/include/projdefs.h
cc3200/FreeRTOS/Source/include/queue.h,ports/cc3200/FreeRTOS/Source/include/queue.h
cc3200/FreeRTOS/Source/include/semphr.h,ports/cc3200/FreeRTOS/Source/include/semphr.h
cc3200/FreeRTOS/Source/include/task.h,ports/cc3200/FreeRTOS/Source/include/task.h
cc3200/FreeRTOS/Source/include/timers.h,ports/cc3200/FreeRTOS/Source/include/timers.h
cc3200/FreeRTOS/Source/list.c,ports/cc3200/FreeRTOS/Source/list.c
cc3200/FreeRTOS/Source/portable/GCC/ARM_CM3/port.c,ports/cc3200/FreeRTOS/Source/portable/GCC/ARM_CM3/port.c
cc3200/FreeRTOS/Source/portable/GCC/ARM_CM3/portmacro.h,ports/cc3200/FreeRTOS/Source/portable/GCC/ARM_CM3/portmacro.h
cc3200/FreeRTOS/Source/portable/MemMang/heap_4.c,ports/cc3200/FreeRTOS/Source/portable/MemMang/heap_4.c
cc3200/FreeRTOS/Source/queue.c,ports/cc3200/FreeRTOS/Source/queue.c
cc3200/FreeRTOS/Source/tasks.c,ports/cc3200/FreeRTOS/Source/tasks.c
cc3200/FreeRTOS/Source/timers.c,ports/cc3200/FreeRTOS/Source/timers.c
cc3200/Makefile,ports/cc3200/Makefile
cc3200/README.md,ports/cc3200/README.md
cc3200/application.lds,ports/cc3200/application.lds
cc3200/application.mk,ports/cc3200/application.mk
cc3200/appsign.sh,ports/cc3200/appsign.sh
cc3200/boards/LAUNCHXL/mpconfigboard.h,ports/cc3200/boards/LAUNCHXL/mpconfigboard.h
cc3200/boards/LAUNCHXL/pins.csv,ports/cc3200/boards/LAUNCHXL/pins.csv
cc3200/boards/WIPY/mpconfigboard.h,ports/cc3200/boards/WIPY/mpconfigboard.h
cc3200/boards/WIPY/pins.csv,ports/cc3200/boards/WIPY/pins.csv
cc3200/boards/cc3200_af.csv,ports/cc3200/boards/cc3200_af.csv
cc3200/boards/cc3200_prefix.c,ports/cc3200/boards/cc3200_prefix.c
cc3200/boards/make-pins.py,ports/cc3200/boards/make-pins.py
cc3200/bootmgr/bootgen.sh,ports/cc3200/bootmgr/bootgen.sh
cc3200/bootmgr/bootloader.mk,ports/cc3200/bootmgr/bootloader.mk
cc3200/bootmgr/bootmgr.h,ports/cc3200/bootmgr/bootmgr.h
cc3200/bootmgr/bootmgr.lds,ports/cc3200/bootmgr/bootmgr.lds
cc3200/bootmgr/flc.h,ports/cc3200/bootmgr/flc.h
cc3200/bootmgr/main.c,ports/cc3200/bootmgr/main.c
cc3200/bootmgr/relocator/relocator.bin,ports/cc3200/bootmgr/relocator/relocator.bin
cc3200/bootmgr/runapp.s,ports/cc3200/bootmgr/runapp.s
cc3200/bootmgr/sl/user.h,ports/cc3200/bootmgr/sl/user.h
cc3200/fatfs/src/drivers/sd_diskio.c,ports/cc3200/fatfs/src/drivers/sd_diskio.c
cc3200/fatfs/src/drivers/sd_diskio.h,ports/cc3200/fatfs/src/drivers/sd_diskio.h
cc3200/fatfs/src/drivers/sflash_diskio.c,ports/cc3200/fatfs/src/drivers/sflash_diskio.c
cc3200/fatfs/src/drivers/sflash_diskio.h,ports/cc3200/fatfs/src/drivers/sflash_diskio.h
cc3200/fatfs/src/drivers/stdcmd.h,ports/cc3200/fatfs/src/drivers/stdcmd.h
cc3200/fatfs_port.c,ports/cc3200/fatfs_port.c
cc3200/ftp/ftp.c,ports/cc3200/ftp/ftp.c
cc3200/ftp/ftp.h,ports/cc3200/ftp/ftp.h
cc3200/ftp/updater.c,ports/cc3200/ftp/updater.c
cc3200/ftp/updater.h,ports/cc3200/ftp/updater.h
cc3200/hal/adc.c,ports/cc3200/hal/adc.c
cc3200/hal/adc.h,ports/cc3200/hal/adc.h
cc3200/hal/aes.c,ports/cc3200/hal/aes.c
cc3200/hal/aes.h,ports/cc3200/hal/aes.h
cc3200/hal/cc3200_asm.h,ports/cc3200/hal/cc3200_asm.h
cc3200/hal/cc3200_hal.c,ports/cc3200/hal/cc3200_hal.c
cc3200/hal/cc3200_hal.h,ports/cc3200/hal/cc3200_hal.h
cc3200/hal/cpu.c,ports/cc3200/hal/cpu.c
cc3200/hal/cpu.h,ports/cc3200/hal/cpu.h
cc3200/hal/crc.c,ports/cc3200/hal/crc.c
cc3200/hal/crc.h,ports/cc3200/hal/crc.h
cc3200/hal/debug.h,ports/cc3200/hal/debug.h
cc3200/hal/des.c,ports/cc3200/hal/des.c
cc3200/hal/des.h,ports/cc3200/hal/des.h
cc3200/hal/fault_registers.h,ports/cc3200/hal/fault_registers.h
cc3200/hal/gpio.c,ports/cc3200/hal/gpio.c
cc3200/hal/gpio.h,ports/cc3200/hal/gpio.h
cc3200/hal/i2c.c,ports/cc3200/hal/i2c.c
cc3200/hal/i2c.h,ports/cc3200/hal/i2c.h
cc3200/hal/i2s.c,ports/cc3200/hal/i2s.c
cc3200/hal/i2s.h,ports/cc3200/hal/i2s.h
cc3200/hal/inc/asmdefs.h,ports/cc3200/hal/inc/asmdefs.h
cc3200/hal/inc/hw_adc.h,ports/cc3200/hal/inc/hw_adc.h
cc3200/hal/inc/hw_aes.h,ports/cc3200/hal/inc/hw_aes.h
cc3200/hal/inc/hw_apps_config.h,ports/cc3200/hal/inc/hw_apps_config.h
cc3200/hal/inc/hw_apps_rcm.h,ports/cc3200/hal/inc/hw_apps_rcm.h
cc3200/hal/inc/hw_camera.h,ports/cc3200/hal/inc/hw_camera.h
cc3200/hal/inc/hw_common_reg.h,ports/cc3200/hal/inc/hw_common_reg.h
cc3200/hal/inc/hw_des.h,ports/cc3200/hal/inc/hw_des.h
cc3200/hal/inc/hw_dthe.h,ports/cc3200/hal/inc/hw_dthe.h
cc3200/hal/inc/hw_flash_ctrl.h,ports/cc3200/hal/inc/hw_flash_ctrl.h
cc3200/hal/inc/hw_gpio.h,ports/cc3200/hal/inc/hw_gpio.h
cc3200/hal/inc/hw_gprcm.h,ports/cc3200/hal/inc/hw_gprcm.h
cc3200/hal/inc/hw_hib1p2.h,ports/cc3200/hal/inc/hw_hib1p2.h
cc3200/hal/inc/hw_hib3p3.h,ports/cc3200/hal/inc/hw_hib3p3.h
cc3200/hal/inc/hw_i2c.h,ports/cc3200/hal/inc/hw_i2c.h
cc3200/hal/inc/hw_ints.h,ports/cc3200/hal/inc/hw_ints.h
cc3200/hal/inc/hw_mcasp.h,ports/cc3200/hal/inc/hw_mcasp.h
cc3200/hal/inc/hw_mcspi.h,ports/cc3200/hal/inc/hw_mcspi.h
cc3200/hal/inc/hw_memmap.h,ports/cc3200/hal/inc/hw_memmap.h
cc3200/hal/inc/hw_mmchs.h,ports/cc3200/hal/inc/hw_mmchs.h
cc3200/hal/inc/hw_nvic.h,ports/cc3200/hal/inc/hw_nvic.h
cc3200/hal/inc/hw_ocp_shared.h,ports/cc3200/hal/inc/hw_ocp_shared.h
cc3200/hal/inc/hw_shamd5.h,ports/cc3200/hal/inc/hw_shamd5.h
cc3200/hal/inc/hw_stack_die_ctrl.h,ports/cc3200/hal/inc/hw_stack_die_ctrl.h
cc3200/hal/inc/hw_timer.h,ports/cc3200/hal/inc/hw_timer.h
cc3200/hal/inc/hw_types.h,ports/cc3200/hal/inc/hw_types.h
cc3200/hal/inc/hw_uart.h,ports/cc3200/hal/inc/hw_uart.h
cc3200/hal/inc/hw_udma.h,ports/cc3200/hal/inc/hw_udma.h
cc3200/hal/inc/hw_wdt.h,ports/cc3200/hal/inc/hw_wdt.h
cc3200/hal/interrupt.c,ports/cc3200/hal/interrupt.c
cc3200/hal/interrupt.h,ports/cc3200/hal/interrupt.h
cc3200/hal/pin.c,ports/cc3200/hal/pin.c
cc3200/hal/pin.h,ports/cc3200/hal/pin.h
cc3200/hal/prcm.c,ports/cc3200/hal/prcm.c
cc3200/hal/prcm.h,ports/cc3200/hal/prcm.h
cc3200/hal/rom.h,ports/cc3200/hal/rom.h
cc3200/hal/rom_map.h,ports/cc3200/hal/rom_map.h
cc3200/hal/rom_patch.h,ports/cc3200/hal/rom_patch.h
cc3200/hal/sdhost.c,ports/cc3200/hal/sdhost.c
cc3200/hal/sdhost.h,ports/cc3200/hal/sdhost.h
cc3200/hal/shamd5.c,ports/cc3200/hal/shamd5.c
cc3200/hal/shamd5.h,ports/cc3200/hal/shamd5.h
cc3200/hal/spi.c,ports/cc3200/hal/spi.c
cc3200/hal/spi.h,ports/cc3200/hal/spi.h
cc3200/hal/startup_gcc.c,ports/cc3200/hal/startup_gcc.c
cc3200/hal/systick.c,ports/cc3200/hal/systick.c
cc3200/hal/systick.h,ports/cc3200/hal/systick.h
cc3200/hal/timer.c,ports/cc3200/hal/timer.c
cc3200/hal/timer.h,ports/cc3200/hal/timer.h
cc3200/hal/uart.c,ports/cc3200/hal/uart.c
cc3200/hal/uart.h,ports/cc3200/hal/uart.h
cc3200/hal/utils.c,ports/cc3200/hal/utils.c
cc3200/hal/utils.h,ports/cc3200/hal/utils.h
cc3200/hal/wdt.c,ports/cc3200/hal/wdt.c
cc3200/hal/wdt.h,ports/cc3200/hal/wdt.h
cc3200/main.c,ports/cc3200/main.c
cc3200/misc/FreeRTOSHooks.c,ports/cc3200/misc/FreeRTOSHooks.c
cc3200/misc/antenna.c,ports/cc3200/misc/antenna.c
cc3200/misc/antenna.h,ports/cc3200/misc/antenna.h
cc3200/misc/help.c,ports/cc3200/misc/help.c
cc3200/misc/mperror.c,ports/cc3200/misc/mperror.c
cc3200/misc/mperror.h,ports/cc3200/misc/mperror.h
cc3200/misc/mpexception.c,ports/cc3200/misc/mpexception.c
cc3200/misc/mpexception.h,ports/cc3200/misc/mpexception.h
cc3200/mods/modnetwork.c,ports/cc3200/mods/modnetwork.c
cc3200/mods/modnetwork.h,ports/cc3200/mods/modnetwork.h
cc3200/mods/modubinascii.c,ports/cc3200/mods/modubinascii.c
cc3200/mods/modubinascii.h,ports/cc3200/mods/modubinascii.h
cc3200/mods/moduhashlib.c,ports/cc3200/mods/moduhashlib.c,ports/cc3200/mods/modhashlib.c
cc3200/mods/moduos.c,ports/cc3200/mods/moduos.c,ports/cc3200/mods/modos.c
cc3200/mods/moduos.h,ports/cc3200/mods/moduos.h,ports/cc3200/mods/modos.h
cc3200/mods/modusocket.c,ports/cc3200/mods/modusocket.c,ports/cc3200/mods/modsocket.c
cc3200/mods/modusocket.h,ports/cc3200/mods/modusocket.h,ports/cc3200/mods/modsocket.h
cc3200/mods/modussl.c,ports/cc3200/mods/modussl.c,ports/cc3200/mods/modssl.c
cc3200/mods/modutime.c,ports/cc3200/mods/modutime.c,ports/cc3200/mods/modtime.c
cc3200/mods/modwipy.c,ports/cc3200/mods/modwipy.c
cc3200/mods/modwlan.c,ports/cc3200/mods/modwlan.c
cc3200/mods/modwlan.h,ports/cc3200/mods/modwlan.h
cc3200/mods/pybadc.c,ports/cc3200/mods/pybadc.c
cc3200/mods/pybadc.h,ports/cc3200/mods/pybadc.h
cc3200/mods/pybflash.c,ports/cc3200/mods/pybflash.c
cc3200/mods/pybflash.h,ports/cc3200/mods/pybflash.h
cc3200/mods/pybi2c.c,ports/cc3200/mods/pybi2c.c
cc3200/mods/pybi2c.h,ports/cc3200/mods/pybi2c.h
cc3200/mods/pybrtc.c,ports/cc3200/mods/pybrtc.c
cc3200/mods/pybrtc.h,ports/cc3200/mods/pybrtc.h
cc3200/mods/pybsd.c,ports/cc3200/mods/pybsd.c
cc3200/mods/pybsd.h,ports/cc3200/mods/pybsd.h
cc3200/mods/pybsleep.c,ports/cc3200/mods/pybsleep.c
cc3200/mods/pybsleep.h,ports/cc3200/mods/pybsleep.h
cc3200/mods/pybspi.c,ports/cc3200/mods/pybspi.c
cc3200/mods/pybspi.h,ports/cc3200/mods/pybspi.h
cc3200/mods/pybtimer.c,ports/cc3200/mods/pybtimer.c
cc3200/mods/pybtimer.h,ports/cc3200/mods/pybtimer.h
cc3200/mods/pybuart.c,ports/cc3200/mods/pybuart.c
cc3200/mods/pybuart.h,ports/cc3200/mods/pybuart.h
cc3200/mods/pybwdt.c,ports/cc3200/mods/pybwdt.c,ports/cc3200/mods/machine_wdt.c
cc3200/mods/pybwdt.h,ports/cc3200/mods/pybwdt.h
cc3200/mpconfigport.h,ports/cc3200/mpconfigport.h
cc3200/mptask.c,ports/cc3200/mptask.c
cc3200/mptask.h,ports/cc3200/mptask.h
cc3200/mpthreadport.c,ports/cc3200/mpthreadport.c
cc3200/mpthreadport.h,ports/cc3200/mpthreadport.h
cc3200/qstrdefsport.h,ports/cc3200/qstrdefsport.h
cc3200/serverstask.c,ports/cc3200/serverstask.c
cc3200/serverstask.h,ports/cc3200/serverstask.h
cc3200/simplelink/cc_pal.c,ports/cc3200/simplelink/cc_pal.c
cc3200/simplelink/cc_pal.h,ports/cc3200/simplelink/cc_pal.h
cc3200/simplelink/oslib/osi.h,ports/cc3200/simplelink/oslib/osi.h
cc3200/simplelink/oslib/osi_freertos.c,ports/cc3200/simplelink/oslib/osi_freertos.c
cc3200/simplelink/user.h,ports/cc3200/simplelink/user.h
cc3200/telnet/telnet.c,ports/cc3200/telnet/telnet.c
cc3200/telnet/telnet.h,ports/cc3200/telnet/telnet.h
cc3200/tools/smoke.py,ports/cc3200/tools/smoke.py
cc3200/tools/smoke.py.exp,ports/cc3200/tools/smoke.py.exp
cc3200/tools/uniflash.py,ports/cc3200/tools/uniflash.py
cc3200/tools/update-wipy.py,ports/cc3200/tools/update-wipy.py
cc3200/util/fifo.c,ports/cc3200/util/fifo.c
cc3200/util/fifo.h,ports/cc3200/util/fifo.h
cc3200/util/gccollect.c,ports/cc3200/util/gccollect.c
cc3200/util/gccollect.h,ports/cc3200/util/gccollect.h
cc3200/util/gchelper.h,ports/cc3200/util/gchelper.h
cc3200/util/gchelper.s,ports/cc3200/util/gchelper.s
cc3200/util/random.c,ports/cc3200/util/random.c
cc3200/util/random.h,ports/cc3200/util/random.h
cc3200/util/sleeprestore.h,ports/cc3200/util/sleeprestore.h
cc3200/util/sleeprestore.s,ports/cc3200/util/sleeprestore.s
cc3200/util/socketfifo.c,ports/cc3200/util/socketfifo.c
cc3200/util/socketfifo.h,ports/cc3200/util/socketfifo.h
cc3200/version.h,ports/cc3200/version.h
esp8266/Makefile,ports/esp8266/Makefile
esp8266/README.md,ports/esp8266/README.md
esp8266/axtls_helpers.c,ports/esp8266/axtls_helpers.c,ports/esp8266/posix_helpers.c
esp8266/eagle.rom.addr.v6.ld,ports/esp8266/eagle.rom.addr.v6.ld,ports/esp8266/boards/eagle.rom.addr.v6.ld
esp8266/esp8266.ld,ports/esp8266/esp8266.ld,ports/esp8266/boards/esp8266.ld
esp8266/esp8266_512k.ld,ports/esp8266/esp8266_512k.ld,ports/esp8266/boards/esp8266_512k.ld,ports/esp8266/boards/esp8266_512kiB.ld
esp8266/esp8266_common.ld,ports/esp8266/esp8266_common.ld,ports/esp8266/boards/esp8266_common.ld
esp8266/esp8266_ota.ld,ports/esp8266/esp8266_ota.ld,ports/esp8266/boards/esp8266_ota.ld
esp8266/esp_init_data.c,ports/esp8266/esp_init_data.c
esp8266/esp_mphal.c,ports/esp8266/esp_mphal.c
esp8266/esp_mphal.h,ports/esp8266/esp_mphal.h
esp8266/espapa102.c,ports/esp8266/espapa102.c
esp8266/espapa102.h,ports/esp8266/espapa102.h
esp8266/espneopixel.c,ports/esp8266/espneopixel.c
esp8266/espneopixel.h,ports/esp8266/espneopixel.h
esp8266/esppwm.c,ports/esp8266/esppwm.c
esp8266/esppwm.h,ports/esp8266/esppwm.h
esp8266/ets_alt_task.c,ports/esp8266/ets_alt_task.c
esp8266/ets_alt_task.h,ports/esp8266/ets_alt_task.h
esp8266/etshal.h,ports/esp8266/etshal.h
esp8266/fatfs_port.c,ports/esp8266/fatfs_port.c
esp8266/gccollect.c,ports/esp8266/gccollect.c
esp8266/gccollect.h,ports/esp8266/gccollect.h
esp8266/gchelper.s,ports/esp8266/gchelper.s
esp8266/help.c,ports/esp8266/help.c
esp8266/hspi.c,ports/esp8266/hspi.c
esp8266/hspi.h,ports/esp8266/hspi.h
esp8266/hspi_register.h,ports/esp8266/hspi_register.h
esp8266/intr.c,ports/esp8266/intr.c
esp8266/lexerstr32.c,ports/esp8266/lexerstr32.c
esp8266/main.c,ports/esp8266/main.c
esp8266/makeimg.py,ports/esp8266/makeimg.py
esp8266/modesp.c,ports/esp8266/modesp.c
esp8266/modmachine.c,ports/esp8266/modmachine.c
esp8266/modnetwork.c,ports/esp8266/modnetwork.c,ports/esp8266/network_wlan.c
esp8266/modpyb.c,ports/esp8266/modpyb.c
esp8266/modules/ds18x20.py,ports/esp8266/modules/ds18x20.py
esp8266/modules/upip.py,ports/esp8266/modules/upip.py
esp8266/modules/upip_utarfile.py,ports/esp8266/modules/upip_utarfile.py
esp8266/moduos.c,ports/esp8266/moduos.c,ports/esp8266/modos.c
esp8266/modutime.c,ports/esp8266/modutime.c,ports/esp8266/modtime.c
esp8266/mpconfigport.h,ports/esp8266/mpconfigport.h
esp8266/mpconfigport_512k.h,ports/esp8266/mpconfigport_512k.h
esp8266/qstrdefsport.h,ports/esp8266/qstrdefsport.h
esp8266/strtoll.c,ports/esp8266/strtoll.c
esp8266/uart.c,ports/esp8266/uart.c
esp8266/uart.h,ports/esp8266/uart.h
esp8266/uart_register.h,ports/esp8266/uart_register.h
esp8266/user_config.h,ports/esp8266/user_config.h
esp8266/xtirq.h,ports/esp8266/xtirq.h
minimal/Makefile,ports/minimal/Makefile
minimal/README.md,ports/minimal/README.md
minimal/frozentest.mpy,ports/minimal/frozentest.mpy,tests/frozen/frozentest.mpy
minimal/frozentest.py,ports/minimal/frozentest.py,tests/frozen/frozentest.py
minimal/main.c,ports/minimal/main.c
minimal/mpconfigport.h,ports/minimal/mpconfigport.h
minimal/mphalport.h,ports/minimal/mphalport.h
minimal/qstrdefsport.h,ports/minimal/qstrdefsport.h
minimal/stm32f405.ld,ports/minimal/stm32f405.ld
minimal/uart_core.c,ports/minimal/uart_core.c
pic16bit/Makefile,ports/pic16bit/Makefile
pic16bit/board.c,ports/pic16bit/board.c
pic16bit/board.h,ports/pic16bit/board.h
pic16bit/main.c,ports/pic16bit/main.c
pic16bit/modpyb.c,ports/pic16bit/modpyb.c
pic16bit/modpyb.h,ports/pic16bit/modpyb.h
pic16bit/modpybled.c,ports/pic16bit/modpybled.c
pic16bit/modpybswitch.c,ports/pic16bit/modpybswitch.c
pic16bit/mpconfigport.h,ports/pic16bit/mpconfigport.h
pic16bit/pic16bit_mphal.c,ports/pic16bit/pic16bit_mphal.c
pic16bit/pic16bit_mphal.h,ports/pic16bit/pic16bit_mphal.h
pic16bit/qstrdefsport.h,ports/pic16bit/qstrdefsport.h
pic16bit/unistd.h,ports/pic16bit/unistd.h
qemu-arm/README.md,ports/qemu-arm/README.md,ports/qemu/README.md
qemu-arm/modmachine.c,ports/qemu-arm/modmachine.c,ports/qemu/modmachine.c
qemu-arm/moduos.c,ports/qemu-arm/moduos.c
qemu-arm/mphalport.h,ports/qemu-arm/mphalport.h,ports/qemu/mphalport.h
qemu-arm/test_main.c,ports/qemu-arm/test_main.c,ports/qemu-riscv/main.c
stmhal/.gitignore,ports/stm32/.gitignore
stmhal/Makefile,ports/stm32/Makefile
stmhal/README.md,ports/stm32/README.md
stmhal/accel.c,ports/stm32/accel.c
stmhal/accel.h,ports/stm32/accel.h
stmhal/adc.c,ports/stm32/adc.c
stmhal/adc.h,ports/stm32/adc.h
stmhal/autoflash,ports/stm32/autoflash
stmhal/boards/CERB40/mpconfigboard.h,ports/stm32/boards/CERB40/mpconfigboard.h
stmhal/boards/CERB40/mpconfigboard.mk,ports/stm32/boards/CERB40/mpconfigboard.mk
stmhal/boards/CERB40/pins.csv,ports/stm32/boards/CERB40/pins.csv
stmhal/boards/CERB40/stm32f4xx_hal_conf.h,ports/stm32/boards/CERB40/stm32f4xx_hal_conf.h
stmhal/boards/ESPRUINO_PICO/mpconfigboard.h,ports/stm32/boards/ESPRUINO_PICO/mpconfigboard.h
stmhal/boards/ESPRUINO_PICO/mpconfigboard.mk,ports/stm32/boards/ESPRUINO_PICO/mpconfigboard.mk
stmhal/boards/ESPRUINO_PICO/pins.csv,ports/stm32/boards/ESPRUINO_PICO/pins.csv
stmhal/boards/ESPRUINO_PICO/stm32f4xx_hal_conf.h,ports/stm32/boards/ESPRUINO_PICO/stm32f4xx_hal_conf.h
stmhal/boards/HYDRABUS/mpconfigboard.h,ports/stm32/boards/HYDRABUS/mpconfigboard.h
stmhal/boards/HYDRABUS/mpconfigboard.mk,ports/stm32/boards/HYDRABUS/mpconfigboard.mk
stmhal/boards/HYDRABUS/pins.csv,ports/stm32/boards/HYDRABUS/pins.csv
stmhal/boards/HYDRABUS/stm32f4xx_hal_conf.h,ports/stm32/boards/HYDRABUS/stm32f4xx_hal_conf.h
stmhal/boards/LIMIFROG/board_init.c,ports/stm32/boards/LIMIFROG/board_init.c
stmhal/boards/LIMIFROG/mpconfigboard.h,ports/stm32/boards/LIMIFROG/mpconfigboard.h
stmhal/boards/LIMIFROG/mpconfigboard.mk,ports/stm32/boards/LIMIFROG/mpconfigboard.mk
stmhal/boards/LIMIFROG/pins.csv,ports/stm32/boards/LIMIFROG/pins.csv
stmhal/boards/LIMIFROG/stm32l4xx_hal_conf.h,ports/stm32/boards/LIMIFROG/stm32l4xx_hal_conf.h
stmhal/boards/NETDUINO_PLUS_2/board_init.c,ports/stm32/boards/NETDUINO_PLUS_2/board_init.c
stmhal/boards/NETDUINO_PLUS_2/mpconfigboard.h,ports/stm32/boards/NETDUINO_PLUS_2/mpconfigboard.h
stmhal/boards/NETDUINO_PLUS_2/mpconfigboard.mk,ports/stm32/boards/NETDUINO_PLUS_2/mpconfigboard.mk
stmhal/boards/NETDUINO_PLUS_2/pins.csv,ports/stm32/boards/NETDUINO_PLUS_2/pins.csv
stmhal/boards/NETDUINO_PLUS_2/stm32f4xx_hal_conf.h,ports/stm32/boards/NETDUINO_PLUS_2/stm32f4xx_hal_conf.h
stmhal/boards/NUCLEO_F411RE/mpconfigboard.h,ports/stm32/boards/NUCLEO_F411RE/mpconfigboard.h
stmhal/boards/NUCLEO_F411RE/mpconfigboard.mk,ports/stm32/boards/NUCLEO_F411RE/mpconfigboard.mk
stmhal/boards/NUCLEO_F411RE/pins.csv,ports/stm32/boards/NUCLEO_F411RE/pins.csv
stmhal/boards/NUCLEO_F411RE/stm32f4xx_hal_conf.h,ports/stm32/boards/NUCLEO_F411RE/stm32f4xx_hal_conf.h
stmhal/boards/NUCLEO_F429ZI/mpconfigboard.h,ports/stm32/boards/NUCLEO_F429ZI/mpconfigboard.h
stmhal/boards/NUCLEO_F429ZI/mpconfigboard.mk,ports/stm32/boards/NUCLEO_F429ZI/mpconfigboard.mk
stmhal/boards/NUCLEO_F429ZI/pins.csv,ports/stm32/boards/NUCLEO_F429ZI/pins.csv
stmhal/boards/NUCLEO_F429ZI/stm32f4xx_hal_conf.h,ports/stm32/boards/NUCLEO_F429ZI/stm32f4xx_hal_conf.h
stmhal/boards/NUCLEO_F446RE/mpconfigboard.h,ports/stm32/boards/NUCLEO_F446RE/mpconfigboard.h
stmhal/boards/NUCLEO_F446RE/mpconfigboard.mk,ports/stm32/boards/NUCLEO_F446RE/mpconfigboard.mk
stmhal/boards/NUCLEO_F446RE/pins.csv,ports/stm32/boards/NUCLEO_F446RE/pins.csv
stmhal/boards/NUCLEO_F446RE/stm32f4xx_hal_conf.h,ports/stm32/boards/NUCLEO_F446RE/stm32f4xx_hal_conf.h
stmhal/boards/NUCLEO_F767ZI/mpconfigboard.h,ports/stm32/boards/NUCLEO_F767ZI/mpconfigboard.h
stmhal/boards/NUCLEO_F767ZI/mpconfigboard.mk,ports/stm32/boards/NUCLEO_F767ZI/mpconfigboard.mk
stmhal/boards/NUCLEO_F767ZI/pins.csv,ports/stm32/boards/NUCLEO_F767ZI/pins.csv
stmhal/boards/NUCLEO_F767ZI/stm32f7xx_hal_conf.h,ports/stm32/boards/NUCLEO_F767ZI/stm32f7xx_hal_conf.h
stmhal/boards/NUCLEO_L476RG/mpconfigboard.h,ports/stm32/boards/NUCLEO_L476RG/mpconfigboard.h
stmhal/boards/NUCLEO_L476RG/mpconfigboard.mk,ports/stm32/boards/NUCLEO_L476RG/mpconfigboard.mk
stmhal/boards/NUCLEO_L476RG/pins.csv,ports/stm32/boards/NUCLEO_L476RG/pins.csv
stmhal/boards/NUCLEO_L476RG/stm32l4xx_hal_conf.h,ports/stm32/boards/NUCLEO_L476RG/stm32l4xx_hal_conf.h
stmhal/boards/OLIMEX_E407/mpconfigboard.h,ports/stm32/boards/OLIMEX_E407/mpconfigboard.h
stmhal/boards/OLIMEX_E407/mpconfigboard.mk,ports/stm32/boards/OLIMEX_E407/mpconfigboard.mk
stmhal/boards/OLIMEX_E407/pins.csv,ports/stm32/boards/OLIMEX_E407/pins.csv
stmhal/boards/OLIMEX_E407/stm32f4xx_hal_conf.h,ports/stm32/boards/OLIMEX_E407/stm32f4xx_hal_conf.h
stmhal/boards/PYBLITEV10/mpconfigboard.h,ports/stm32/boards/PYBLITEV10/mpconfigboard.h
stmhal/boards/PYBLITEV10/mpconfigboard.mk,ports/stm32/boards/PYBLITEV10/mpconfigboard.mk
stmhal/boards/PYBLITEV10/pins.csv,ports/stm32/boards/PYBLITEV10/pins.csv
